,CustomerID,Count,City,Zip Code,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Satisfaction Score,Churn Category,Avg Monthly GB Download,Unlimited Data,Total Long Distance Charges,Referred a Friend,Number of Referrals,Age,Under 30,Population
726,2691-NZETQ,1,San Jose,95130,Male,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.35,758.6,Yes,1,89,2752,Competitor offered higher download speeds,2,Competitor,58,1,442.26,0,0,28,1,
727,4404-HIBDJ,1,San Jose,95131,Female,0,0,0,25,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,0,Mailed check,74.3,1863.8,Yes,1,85,5175,Competitor offered more data,1,Competitor,21,1,34.25,0,0,48,0,
728,7295-JOMMD,1,San Jose,95135,Female,0,0,0,4,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,396.3,Yes,1,87,2895,Competitor made better offer,1,Competitor,18,1,22.52,0,0,34,0,
729,5013-SBUIH,1,Stockton,95202,Female,0,0,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Electronic check,109.65,5551.15,Yes,1,84,5855,Competitor had better devices,1,Competitor,28,1,1385.0,0,0,63,0,
730,0709-TVGUR,1,Stockton,95207,Female,1,0,0,9,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.55,622.9,Yes,1,69,3145,Competitor had better devices,1,Competitor,27,1,158.04,0,0,70,0,
731,6023-YEBUP,1,Stockton,95210,Male,0,0,0,3,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.95,329.95,Yes,1,81,5351,Competitor offered higher download speeds,1,Competitor,30,0,35.82,0,0,32,0,
732,7209-JCUDS,1,Stockton,95212,Male,0,0,0,10,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,94.9,1048.85,Yes,1,83,2832,Competitor offered higher download speeds,1,Competitor,41,1,402.2,0,0,25,1,
733,3001-CBHLQ,1,Angels Camp,95222,Male,1,1,0,32,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,104.9,3351.55,Yes,1,79,3966,Competitor offered higher download speeds,1,Attitude,22,1,1392.32,1,1,76,0,
734,6158-DWPZT,1,Avery,95224,Male,0,1,0,9,0,No phone service,DSL,No,No,No,No,No,No,One year,0,Bank transfer (automatic),24.1,259.8,Yes,1,82,3195,Competitor offered more data,2,Competitor,15,1,0.0,1,1,53,0,
735,3763-GCZHZ,1,Hathaway Pines,95233,Male,0,1,0,66,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Electronic check,104.05,6890,Yes,1,95,5504,Competitor offered more data,2,Competitor,85,1,1324.6200000000001,1,1,23,1,
736,0772-GYEQQ,1,Lodi,95240,Male,0,0,0,3,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,1,Mailed check,88.35,262.05,Yes,1,93,5202,Competitor offered more data,2,Competitor,10,1,148.2,0,0,33,0,
737,4831-EOBFE,1,Mountain Ranch,95246,Male,0,1,0,29,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Credit card (automatic),94.65,2649.15,Yes,1,70,5150,Don't know,1,Other,15,1,1174.21,1,1,43,0,
738,4102-OQUPX,1,Sheep Ranch,95250,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.4,74.4,Yes,1,91,5429,Competitor made better offer,3,Competitor,29,0,17.36,1,1,67,0,
739,9170-GYZJC,1,Vallecito,95251,Female,0,1,1,41,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,0,Credit card (automatic),79.9,3326.2,Yes,1,84,4734,Price too high,1,Price,56,1,1855.6599999999999,1,1,42,0,
740,3999-QGRJH,1,Ballico,95303,Male,1,0,0,8,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.7,560.85,Yes,1,88,3068,Product dissatisfaction,1,Dissatisfaction,20,1,119.12,0,0,80,0,
741,2454-RPBRZ,1,Catheys Valley,95306,Female,1,1,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,98.1,1060.2,Yes,1,97,2709,Service dissatisfaction,3,Dissatisfaction,27,1,367.56,1,1,67,0,
742,2002-MZHWP,1,Delhi,95315,Female,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,20.5,Yes,1,76,3820,Lack of self-service on Website,2,Price,0,0,26.12,0,0,24,1,
743,2265-CYWIV,1,Hickman,95323,Female,1,1,0,4,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.6,347.65,Yes,1,77,4708,Network reliability,1,Dissatisfaction,20,1,75.64,1,1,68,0,
744,2004-OCQXK,1,Merced,95348,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,81.95,81.95,Yes,1,85,5622,Limited range of services,1,Competitor,16,1,44.94,0,0,44,0,
745,5027-QPKTE,1,Modesto,95350,Male,0,1,0,7,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.35,451.1,Yes,1,82,4292,Lack of affordable download/upload speed,1,Competitor,28,0,103.25,1,1,39,0,
746,2672-HUYVI,1,Newman,95360,Female,0,0,0,6,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.1,455.3,Yes,1,68,2266,Long distance charges,2,Price,24,1,70.86,0,0,53,0,
747,7508-MYBOG,1,Patterson,95363,Male,0,1,0,14,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,86.1,1235.55,Yes,1,89,2177,Extra data charges,1,Competitor,42,1,101.64,1,1,20,1,
748,0148-DCDOS,1,Planada,95365,Male,0,0,0,25,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),94.7,2362.1,Yes,1,82,5641,Price too high,1,Competitor,8,1,872.0000000000001,0,0,41,0,
749,9992-RRAMN,1,Riverbank,95367,Male,0,1,0,22,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.1,1873.7,Yes,1,68,5248,Product dissatisfaction,1,Dissatisfaction,17,1,356.4,1,1,40,0,
750,0310-MVLET,1,Snelling,95369,Female,0,1,0,61,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.15,6010.05,Yes,1,77,5612,Service dissatisfaction,3,Dissatisfaction,7,1,3009.13,1,1,63,0,
751,4550-VBOFE,1,Soulsbyville,95372,Male,1,1,0,70,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,102.95,7101.5,Yes,1,99,5005,Lack of self-service on Website,1,Competitor,20,1,1221.5,1,1,69,0,
752,5696-QURRL,1,Waterford,95386,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.05,45.05,Yes,1,73,2644,Network reliability,3,Dissatisfaction,26,0,13.84,0,0,31,0,
753,7409-KIUTL,1,Westley,95387,Female,1,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.0,71,Yes,1,72,5345,Don't know,3,Competitor,5,1,28.64,0,0,80,0,
754,1732-VHUBQ,1,Yosemite National Park,95389,Female,1,1,0,47,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),70.55,3309.25,Yes,1,82,4457,Don't know,3,Competitor,26,1,1266.6499999999999,1,1,73,0,
755,0495-RVCBF,1,Santa Rosa,95401,Female,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.7,79.7,Yes,1,75,2066,Don't know,3,Other,26,1,33.88,0,0,39,0,
756,7854-EDSSA,1,Santa Rosa,95404,Male,0,0,0,22,1,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,59.0,1254.7,Yes,1,77,2195,Poor expertise of online support,3,Dissatisfaction,17,1,1087.46,0,0,46,0,
757,8869-TORSS,1,Santa Rosa,95405,Female,0,0,0,48,1,No,DSL,Yes,No,Yes,Yes,No,No,One year,1,Credit card (automatic),60.35,2896.4,Yes,1,69,2681,Poor expertise of phone support,1,Dissatisfaction,13,1,1627.6799999999998,0,0,51,0,
758,0679-IDSTG,1,Branscomb,95417,Female,1,1,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.25,69.25,Yes,1,87,4568,Price too high,1,Competitor,8,1,37.3,1,1,73,0,
759,2115-BFTIW,1,Clearlake Oaks,95423,Male,0,0,0,25,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,70.95,1767.35,Yes,1,75,4881,Product dissatisfaction,1,Dissatisfaction,18,0,622.75,0,0,52,0,
760,0611-DFXKO,1,Comptche,95427,Male,0,1,0,20,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,89.0,1820.45,Yes,1,78,4594,Service dissatisfaction,2,Dissatisfaction,5,1,361.0,1,1,35,0,
761,7780-OTDSO,1,Covelo,95428,Male,0,1,0,18,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,99.4,1742.95,Yes,1,86,2421,Lack of self-service on Website,1,Attitude,16,1,203.4,1,1,51,0,
762,9747-DDZOS,1,Eldridge,95431,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),73.5,73.5,Yes,1,74,4378,Network reliability,2,Dissatisfaction,2,1,3.84,0,0,50,0,
763,0564-JJHGS,1,Guerneville,95446,Male,0,0,0,9,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.5,829.1,Yes,1,90,5007,Limited range of services,2,Dissatisfaction,10,1,172.98,0,0,45,0,
764,3348-CFRNX,1,Healdsburg,95448,Female,0,1,0,28,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Mailed check,92.35,2602.9,Yes,1,71,2990,Lack of affordable download/upload speed,1,Price,20,1,1054.48,1,1,47,0,
765,1428-GTBJJ,1,Jenner,95450,Male,0,0,0,11,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.55,824.75,Yes,1,81,4601,Long distance charges,2,Price,41,1,59.400000000000006,0,0,20,1,
766,8802-UNOJF,1,Philo,95466,Male,1,0,0,12,1,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,83.8,1029.75,Yes,1,78,5565,Extra data charges,1,Competitor,7,0,343.56,0,0,65,0,
767,6313-GIDIT,1,Point Arena,95468,Male,1,0,0,53,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,54.45,2854.55,Yes,1,65,6280,Price too high,2,Price,25,1,0.0,0,0,73,0,
768,2845-AFFTX,1,Westport,95488,Male,1,1,0,41,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.8,4259.3,Yes,1,76,4726,Product dissatisfaction,1,Dissatisfaction,15,1,924.9599999999999,0,0,78,0,
769,2249-YPRNG,1,The Sea Ranch,95497,Female,0,1,0,20,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.85,2239.65,Yes,1,84,4223,Service dissatisfaction,2,Dissatisfaction,16,1,575.8,1,3,57,0,
770,7410-YTJIK,1,Eureka,95501,Female,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Mailed check,75.45,480.75,Yes,1,75,2872,Lack of self-service on Website,1,Competitor,15,1,126.70000000000002,0,0,35,0,
771,4626-GYCZP,1,Eureka,95503,Male,0,0,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.85,635.6,Yes,1,79,3506,Network reliability,1,Competitor,23,1,108.57,0,0,60,0,
772,5590-BYNII,1,Bayside,95524,Male,0,0,0,22,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.75,2095,Yes,1,98,4152,Don't know,2,Other,17,1,790.46,0,0,51,0,
773,3237-AJGEH,1,Bridgeville,95526,Female,0,1,1,3,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,1,Mailed check,31.0,95.05,Yes,1,67,5122,Don't know,3,Other,19,0,0.0,1,1,43,0,
774,1591-NFNLQ,1,Crescent City,95531,Male,0,0,0,51,1,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,0,Credit card (automatic),80.0,4242.35,Yes,1,91,4769,Don't know,3,Other,16,1,286.62,0,0,38,0,
775,2815-CPTUL,1,Gasquet,95543,Male,1,0,0,5,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.25,331.9,Yes,1,89,3684,Price too high,2,Price,17,1,11.35,0,0,68,0,
776,0596-BQCEQ,1,Hydesville,95547,Female,0,1,0,62,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.15,6283.3,Yes,1,93,4120,Product dissatisfaction,1,Competitor,13,1,3011.96,1,1,32,0,
777,1481-ZUWZA,1,Klamath,95548,Male,0,0,0,28,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,1,Credit card (automatic),94.5,2659.4,Yes,1,80,5433,Service dissatisfaction,1,Dissatisfaction,26,1,994.5600000000001,0,0,52,0,
778,2309-OSFEU,1,Smith River,95567,Male,0,0,0,10,0,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,1,Mailed check,33.9,298.45,Yes,1,84,2529,Lack of self-service on Website,1,Attitude,30,1,0.0,0,0,42,0,
779,1891-FZYSA,1,Piercy,95587,Male,1,1,0,69,1,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,89.95,6143.15,Yes,1,82,6363,Network reliability,1,Competitor,4,0,1127.46,1,1,65,0,
780,7613-LLQFO,1,Amador City,95601,Male,0,0,0,12,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.45,1059.55,Yes,1,100,3330,Limited range of services,2,Dissatisfaction,23,1,148.32,0,0,41,0,
781,2640-PMGFL,1,West Sacramento,95605,Male,0,0,0,27,1,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,79.5,2180.55,Yes,1,100,2518,Lack of affordable download/upload speed,1,Price,29,1,667.4399999999999,0,0,35,0,
782,3801-HMYNL,1,Brooks,95606,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Mailed check,89.15,89.15,Yes,1,68,3123,Long distance charges,1,Competitor,18,1,32.35,1,1,44,0,
783,9685-WKZGT,1,Carmichael,95608,Male,1,0,0,14,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,74.95,1036.75,Yes,1,70,2075,Extra data charges,3,Price,11,1,228.48000000000002,0,0,67,0,
784,6022-UGGSO,1,Citrus Heights,95610,Female,1,0,0,32,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,74.4,2276.95,Yes,1,90,2091,Price too high,1,Competitor,9,1,1063.04,0,0,70,0,
785,4484-CGXFK,1,El Dorado,95623,Female,0,0,0,3,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,55.3,196.15,Yes,1,96,3190,Product dissatisfaction,1,Dissatisfaction,7,1,77.88,0,0,45,0,
786,6214-EDAKZ,1,Elverta,95626,Female,0,1,1,22,1,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,0,Electronic check,55.15,1206.05,Yes,1,79,5115,Service dissatisfaction,2,Dissatisfaction,19,0,115.72,1,1,32,0,
787,6127-ISGTU,1,Garden Valley,95633,Female,0,1,0,16,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,84.95,1378.25,Yes,1,67,3075,Lack of self-service on Website,3,Attitude,7,1,109.12,1,1,34,0,
788,8740-XLHDR,1,Greenwood,95635,Male,0,0,0,5,0,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,1,Mailed check,43.25,219,Yes,1,67,5824,Network reliability,2,Dissatisfaction,59,1,0.0,0,0,30,0,
789,1208-DNHLN,1,Grizzly Flats,95636,Male,0,1,0,23,1,Yes,DSL,No,No,No,No,No,No,One year,1,Credit card (automatic),48.35,1067.15,Yes,1,83,4580,Don't know,2,Other,12,1,133.4,1,1,60,0,
790,1761-AEZZR,1,Guinda,95637,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,79.55,79.55,Yes,1,72,5593,Don't know,2,Other,6,1,4.04,0,0,59,0,
791,3923-CSIHK,1,Herald,95638,Female,1,1,0,50,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,71.05,3444.85,Yes,1,94,5746,Don't know,3,Other,24,1,229.99999999999997,1,1,69,0,
792,7120-RFMVS,1,Isleton,95641,Male,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,84.5,84.5,Yes,1,73,4340,Price too high,2,Price,12,1,6.89,0,0,31,0,
793,7317-GGVPB,1,Lotus,95651,Male,0,1,0,71,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.6,7690.9,Yes,1,97,4982,Product dissatisfaction,1,Dissatisfaction,11,0,408.96,1,1,57,0,
794,1322-AGOQM,1,Mather,95655,Male,0,0,0,46,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,0,Bank transfer (automatic),30.3,1380.1,Yes,1,95,2243,Service dissatisfaction,2,Dissatisfaction,26,1,0.0,0,0,57,0,
795,3677-IYRBF,1,Newcastle,95658,Female,1,0,0,2,0,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,30.4,78.65,Yes,1,90,4002,Lack of self-service on Website,1,Attitude,13,1,0.0,0,0,73,0,
796,5692-FPTAH,1,Nicolaus,95659,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.4,45.4,Yes,1,67,2168,Network reliability,2,Dissatisfaction,26,1,38.31,0,0,32,0,
797,1550-LOAHA,1,Orangevale,95662,Female,0,1,0,32,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),84.15,2585.95,Yes,1,74,4017,Limited range of services,2,Dissatisfaction,13,1,1199.36,1,1,53,0,
798,0268-QKIWO,1,Pilot Hill,95664,Female,0,0,0,3,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,19.75,58.85,Yes,1,83,2647,Lack of affordable download/upload speed,3,Attitude,0,0,73.89,0,0,41,0,
799,0876-WDUUZ,1,Pine Grove,95665,Female,0,0,0,5,1,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,1,Credit card (automatic),85.4,425.9,Yes,1,90,3716,Long distance charges,2,Price,17,1,217.54999999999998,0,0,62,0,
800,0617-FHSGK,1,Rancho Cordova,95670,Male,0,0,0,49,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),75.2,3678.3,Yes,1,90,5283,Extra data charges,2,Price,24,0,934.92,0,0,62,0,
801,2858-MOFSQ,1,Rio Oso,95674,Female,0,0,0,17,1,Yes,DSL,No,No,Yes,No,No,No,One year,1,Mailed check,55.85,937.5,Yes,1,76,5472,Price too high,2,Price,21,1,413.27,0,0,50,0,
802,8118-LSUEL,1,Roseville,95678,Male,1,0,0,23,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,2483.5,Yes,1,79,5507,Product dissatisfaction,1,Dissatisfaction,29,1,405.26000000000005,0,0,74,0,
803,7005-CCBKV,1,Thornton,95686,Male,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,84.4,556.35,Yes,1,77,4539,Service dissatisfaction,3,Dissatisfaction,9,1,131.82,0,0,53,0,
804,4250-FDVOU,1,Woodland,95695,Female,0,0,0,6,1,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,56.25,389.1,Yes,1,95,4110,Lack of self-service on Website,1,Attitude,22,1,103.08,0,0,44,0,
805,5277-ZLOOR,1,Applegate,95703,Female,1,0,0,2,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.55,187.45,Yes,1,86,5512,Network reliability,3,Dissatisfaction,25,1,10.98,0,0,78,0,
806,2141-RRYGO,1,Camino,95709,Female,0,0,0,4,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),68.65,261.25,Yes,1,76,5274,Don't know,3,Other,23,1,42.56,0,0,51,0,
807,6376-GAHQE,1,Dutch Flat,95714,Male,0,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,77.85,299.2,Yes,1,65,2140,Don't know,2,Other,28,0,171.2,0,0,48,0,
808,5052-PNLOS,1,Echo Lake,95721,Male,0,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,323.25,Yes,1,65,3662,Don't know,3,Other,14,1,41.49,0,0,50,0,
809,6979-ZNSFF,1,Pollock Pines,95726,Female,0,0,0,8,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,87.05,762.1,Yes,1,69,2545,Price too high,1,Price,8,1,364.72,0,0,48,0,
810,2386-LAHRK,1,Weimar,95736,Male,0,0,0,1,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,1,Mailed check,53.5,53.5,Yes,1,80,5094,Product dissatisfaction,1,Dissatisfaction,73,1,14.58,0,0,22,1,
811,6032-IGALN,1,Granite Bay,95746,Female,0,0,0,1,0,No phone service,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,25.1,25.1,Yes,1,79,4769,Service dissatisfaction,1,Competitor,28,1,0.0,0,0,35,0,
812,4248-HCETZ,1,Sacramento,95814,Male,1,1,0,30,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,79.65,2365.15,Yes,1,73,2174,Lack of self-service on Website,3,Attitude,4,1,186.9,1,1,77,0,
813,0516-WJVXC,1,Sacramento,95818,Female,0,0,0,5,1,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,0,Electronic check,54.2,308.25,Yes,1,78,5476,Network reliability,1,Dissatisfaction,69,1,18.05,0,0,21,1,
814,9174-FKWZE,1,Sacramento,95819,Female,1,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,19.45,19.45,Yes,1,78,3848,Limited range of services,1,Dissatisfaction,0,0,22.92,0,0,70,0,
815,8809-RIHDD,1,Sacramento,95827,Male,0,1,0,72,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,1,Electronic check,103.4,7372.65,Yes,1,83,5055,Lack of affordable download/upload speed,3,Price,23,1,221.04,1,1,47,0,
816,4822-NGOCH,1,Sacramento,95831,Female,0,0,0,13,1,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,84.45,1058.6,Yes,1,74,5801,Long distance charges,2,Price,4,1,284.44,0,0,60,0,
817,5307-DZCVC,1,Sacramento,95835,Female,1,1,0,32,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Credit card (automatic),85.95,2628.6,Yes,1,74,2431,Extra data charges,3,Price,9,1,1566.4,0,0,78,0,
818,8679-JOEVF,1,Sacramento,95838,Female,1,0,0,16,1,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,0,Electronic check,59.4,1023.9,Yes,1,87,5556,Price too high,1,Price,16,1,589.28,0,0,75,0,
819,1432-FPAXX,1,Beale Afb,95903,Female,0,0,0,29,0,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,30.6,856.35,Yes,1,77,3615,Product dissatisfaction,2,Dissatisfaction,7,1,0.0,0,0,53,0,
820,4803-AXVYP,1,Butte City,95920,Female,1,0,0,38,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,99.55,3734.25,Yes,1,100,3474,Service dissatisfaction,1,Dissatisfaction,2,1,1800.82,0,0,75,0,
821,3884-HCSWG,1,Camptonville,95922,Female,0,0,0,17,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.0,1144.5,Yes,1,70,4390,Lack of self-service on Website,1,Attitude,17,0,130.22,0,0,51,0,
822,5077-DXTCG,1,Challenge,95925,Female,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.3,45.3,Yes,1,86,2293,Network reliability,1,Competitor,26,1,26.41,0,0,37,0,
823,1142-WACZW,1,Chico,95926,Male,0,0,0,2,0,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,0,Bank transfer (automatic),29.85,75.6,Yes,1,95,4268,Don't know,2,Other,11,1,0.0,0,0,64,0,
824,5649-ANRML,1,Clipper Mills,95930,Male,1,0,0,2,1,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Credit card (automatic),95.1,180.25,Yes,1,90,4486,Don't know,3,Other,20,1,25.92,0,0,76,0,
825,4892-VLANZ,1,Colusa,95932,Male,0,0,0,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.8,19.8,Yes,1,96,5600,Don't know,3,Price,0,0,9.66,0,0,40,0,
826,2919-HBCJO,1,Downieville,95936,Female,0,0,0,4,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),76.65,333.6,Yes,1,97,4580,Moved,1,Other,17,1,96.36,0,0,36,0,
827,4236-XPXAV,1,Dunnigan,95937,Female,0,1,0,5,1,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,99.15,465.05,Yes,1,74,2283,Moved,2,Other,25,1,46.150000000000006,1,1,45,0,
828,3030-YZADT,1,Grass Valley,95949,Male,0,0,0,9,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,431,Yes,1,66,5023,Competitor had better devices,1,Competitor,26,0,25.919999999999998,0,0,57,0,
829,7410-KTVFV,1,Grimes,95950,Male,0,1,0,18,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,49.55,878.35,Yes,1,97,2815,Competitor offered higher download speeds,1,Competitor,26,1,342.90000000000003,1,1,53,0,
830,8393-DLHGA,1,Palermo,95968,Male,0,0,0,25,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.9,2448.75,Yes,1,68,2241,Competitor offered more data,1,Competitor,4,1,131.75,0,0,55,0,
831,7395-IGJOS,1,Quincy,95971,Male,1,1,0,17,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Bank transfer (automatic),81.5,1329.2,Yes,1,79,3443,Competitor made better offer,2,Competitor,16,1,161.5,1,1,70,0,
